time,type,lat,lon,uid
2023-07-12 21:24:33,H_0,31.323735,121.269307,165
2023-07-13 09:19:21,O_0,31.09406,121.586664,165
2023-07-13 10:05:51,O_6,31.276578,121.317621,165
2023-07-13 22:56:55,O_0,31.09406,121.586664,165
2023-07-13 23:49:02,H_0,31.323735,121.269307,165
2023-07-14 08:31:43,O_0,31.09406,121.586664,165
2023-07-14 10:53:36,O_6,31.276578,121.317621,165
2023-07-14 22:12:15,O_0,31.09406,121.586664,165
2023-07-15 00:06:51,H_0,31.323735,121.269307,165
2023-07-15 08:06:47,O_0,31.09406,121.586664,165
2023-07-15 21:16:42,H_0,31.323735,121.269307,165
2023-07-16 10:43:56,O_4,31.318771,121.283149,165
2023-07-16 20:47:20,O_5,31.377335,121.141529,165
2023-07-17 10:53:15,O_4,31.318771,121.283149,165
2023-07-17 20:20:19,O_5,31.377335,121.141529,165
2023-07-18 10:36:44,O_4,31.318771,121.283149,165
2023-07-18 12:19:59,O_9,31.338954,121.266651,165
2023-07-18 14:26:58,O_2,31.266083,121.372248,165
2023-07-18 20:19:36,H_0,31.323735,121.269307,165
2023-07-12 00:07:49,H_0,31.231494,121.381456,166
2023-07-12 09:26:57,O_4,31.184027,121.531039,166
2023-07-12 19:27:43,H_0,31.231494,121.381456,166
2023-07-13 07:18:17,O_6,31.143317,121.491226,166
2023-07-13 14:02:50,H_0,31.231494,121.381456,166
2023-07-14 10:54:48,O_7,31.264247,121.391527,166
2023-07-14 14:26:28,H_0,31.231494,121.381456,166
2023-07-15 09:49:20,O_1,31.257417,121.577591,166
2023-07-15 10:55:04,O_9,31.215761,121.406412,166
2023-07-15 15:45:26,O_0,31.253068,121.486245,166
2023-07-16 11:29:42,O_1,31.257417,121.577591,166
2023-07-16 13:12:29,H_0,31.231494,121.381456,166
2023-07-17 10:15:40,O_7,31.264247,121.391527,166
2023-07-17 14:27:06,O_4,31.184027,121.531039,166
2023-07-17 19:23:42,H_0,31.231494,121.381456,166
2023-07-17 23:34:00,O_2,31.226747,121.460011,166
2023-07-18 01:24:13,H_0,31.231494,121.381456,166
2023-07-18 19:43:12,O_2,31.226747,121.460011,166
2023-07-12 00:14:28,H_0,31.393582,121.361742,167
2023-07-13 09:21:09,W_0,31.396764,121.325385,167
2023-07-13 20:24:27,O_0,31.423176,121.412568,167
2023-07-14 10:25:34,H_0,31.393582,121.361742,167
2023-07-15 09:37:06,W_0,31.396764,121.325385,167
2023-07-15 13:45:31,O_0,31.423176,121.412568,167
2023-07-16 08:08:47,W_0,31.396764,121.325385,167
2023-07-16 16:51:43,O_5,31.295957,121.567451,167
2023-07-17 01:02:31,H_0,31.393582,121.361742,167
2023-07-17 08:14:55,W_0,31.396764,121.325385,167
2023-07-17 17:58:41,H_0,31.393582,121.361742,167
2023-07-12 00:43:30,H_0,31.320955,121.250014,168
2023-07-12 10:10:14,O_3,31.324597,121.264785,168
2023-07-12 15:35:41,O_0,31.3874,121.274609,168
2023-07-12 21:02:04,H_0,31.320955,121.250014,168
2023-07-13 09:35:42,W_0,31.304929,121.289624,168
2023-07-13 20:56:45,H_0,31.320955,121.250014,168
2023-07-14 09:17:43,O_9,31.172039,121.202123,168
2023-07-14 12:50:55,W_0,31.304929,121.289624,168
2023-07-14 19:32:15,H_0,31.320955,121.250014,168
2023-07-15 16:10:11,O_6,31.27766,121.339902,168
2023-07-15 22:50:20,O_0,31.3874,121.274609,168
2023-07-16 10:49:13,O_9,31.172039,121.202123,168
2023-07-16 11:49:21,O_6,31.27766,121.339902,168
2023-07-16 14:07:36,H_0,31.320955,121.250014,168
2023-07-16 16:31:21,O_6,31.27766,121.339902,168
2023-07-16 20:17:45,O_3,31.324597,121.264785,168
2023-07-17 15:32:14,H_0,31.320955,121.250014,168
2023-07-17 17:18:42,O_1,31.33509,121.240558,168
2023-07-18 10:58:17,W_0,31.304929,121.289624,168
2023-07-18 21:25:59,O_1,31.33509,121.240558,168
2023-07-12 00:39:18,H_0,31.20076,121.633339,169
2023-07-12 08:08:54,O_1,31.085235,121.449743,169
2023-07-12 18:43:54,O_2,31.212313,121.596056,169
2023-07-13 11:25:25,O_1,31.085235,121.449743,169
2023-07-13 17:09:18,O_2,31.212313,121.596056,169
2023-07-13 18:59:34,O_4,31.209478,121.618182,169
2023-07-14 09:25:53,O_9,31.224784,121.565747,169
2023-07-14 16:21:34,H_0,31.20076,121.633339,169
2023-07-16 08:59:08,O_1,31.085235,121.449743,169
2023-07-16 17:33:05,O_2,31.212313,121.596056,169
2023-07-17 11:41:16,O_1,31.085235,121.449743,169
2023-07-17 16:28:14,H_0,31.20076,121.633339,169
2023-07-18 09:32:37,O_1,31.085235,121.449743,169
2023-07-18 17:03:22,O_2,31.212313,121.596056,169
2023-07-18 18:26:52,O_4,31.209478,121.618182,169
2023-07-12 00:51:42,H_0,31.133742,121.228336,170
2023-07-12 08:40:03,O_5,31.145026,121.257325,170
2023-07-12 09:25:46,W_0,31.167175,121.158185,170
2023-07-12 18:02:57,H_0,31.133742,121.228336,170
2023-07-13 08:30:39,O_7,31.10851,121.203284,170
2023-07-13 11:59:38,W_0,31.167175,121.158185,170
2023-07-13 18:15:42,H_0,31.133742,121.228336,170
2023-07-14 08:59:23,O_5,31.145026,121.257325,170
2023-07-14 17:38:27,W_0,31.167175,121.158185,170
2023-07-14 18:54:11,O_7,31.10851,121.203284,170
2023-07-15 01:00:00,H_0,31.133742,121.228336,170
2023-07-15 09:59:01,O_9,31.171439,121.298923,170
2023-07-15 11:45:36,O_3,31.132652,121.220384,170
2023-07-15 19:07:20,H_0,31.133742,121.228336,170
2023-07-16 09:54:44,O_6,31.12724,121.192411,170
2023-07-16 15:10:13,H_0,31.133742,121.228336,170
2023-07-16 22:09:19,O_1,31.241642,121.252451,170
2023-07-17 01:27:15,O_2,31.236825,121.400219,170
2023-07-17 12:05:55,O_1,31.241642,121.252451,170
2023-07-17 13:46:43,O_3,31.132652,121.220384,170
2023-07-17 14:38:38,O_5,31.145026,121.257325,170
2023-07-17 17:09:12,W_0,31.167175,121.158185,170
2023-07-17 18:32:00,O_5,31.145026,121.257325,170
2023-07-17 23:34:35,O_0,31.124694,121.417515,170
2023-07-18 11:03:57,O_2,31.236825,121.400219,170
2023-07-18 13:34:03,W_0,31.167175,121.158185,170
2023-07-18 18:32:01,H_0,31.133742,121.228336,170
2023-07-18 20:10:28,O_1,31.241642,121.252451,170
2023-07-12 00:26:10,H_0,31.210157,121.374915,171
2023-07-12 21:54:01,O_0,31.222169,121.283899,171
2023-07-13 20:40:26,H_0,31.210157,121.374915,171
2023-07-14 09:34:16,O_5,31.217462,121.389134,171
2023-07-14 12:51:30,W_0,31.217409,121.371481,171
2023-07-14 15:13:26,O_1,31.234215,121.316858,171
2023-07-14 16:46:30,W_0,31.217409,121.371481,171
2023-07-14 19:31:16,H_0,31.210157,121.374915,171
2023-07-14 21:01:13,O_0,31.222169,121.283899,171
2023-07-15 21:48:00,H_0,31.210157,121.374915,171
2023-07-16 10:53:57,O_3,31.221913,121.429017,171
2023-07-16 14:42:12,O_7,31.20359,121.30137,171
2023-07-16 16:24:27,O_2,31.222181,121.294001,171
2023-07-16 23:36:01,H_0,31.210157,121.374915,171
2023-07-17 09:52:53,W_0,31.217409,121.371481,171
2023-07-17 19:47:37,H_0,31.210157,121.374915,171
2023-07-18 09:57:56,W_0,31.217409,121.371481,171
2023-07-18 20:56:00,H_0,31.210157,121.374915,171
2023-07-12 00:14:02,H_0,31.129695,121.597768,172
2023-07-12 10:43:39,O_1,31.150554,121.603503,172
2023-07-12 23:04:58,H_0,31.129695,121.597768,172
2023-07-13 09:58:38,W_1,31.201321,121.519414,172
2023-07-13 13:11:38,O_6,31.121868,121.664057,172
2023-07-13 17:06:02,O_2,31.207458,121.392317,172
2023-07-13 18:36:44,W_1,31.201321,121.519414,172
2023-07-13 20:37:46,H_0,31.129695,121.597768,172
2023-07-14 09:50:33,W_1,31.201321,121.519414,172
2023-07-14 22:58:09,H_0,31.129695,121.597768,172
2023-07-15 10:04:28,O_1,31.150554,121.603503,172
2023-07-15 21:54:06,H_0,31.129695,121.597768,172
2023-07-15 23:28:11,O_2,31.207458,121.392317,172
2023-07-16 00:26:17,H_0,31.129695,121.597768,172
2023-07-16 09:59:59,W_0,31.123385,121.59535,172
2023-07-16 20:18:54,H_0,31.129695,121.597768,172
2023-07-17 09:17:15,W_0,31.123385,121.59535,172
2023-07-17 23:31:50,H_0,31.129695,121.597768,172
2023-07-18 09:40:14,W_1,31.201321,121.519414,172
2023-07-18 20:53:18,H_0,31.129695,121.597768,172
2023-07-18 23:39:30,O_2,31.207458,121.392317,172
2023-07-12 00:59:33,H_0,31.141232,121.571754,173
2023-07-12 15:54:50,O_5,31.221688,121.575372,173
2023-07-13 06:24:59,O_4,31.192794,121.522126,173
2023-07-13 09:02:34,H_0,31.141232,121.571754,173
2023-07-14 06:26:05,O_3,31.073114,121.540826,173
2023-07-15 06:23:17,H_0,31.141232,121.571754,173
2023-07-15 15:46:54,O_5,31.221688,121.575372,173
2023-07-16 06:06:32,O_3,31.073114,121.540826,173
2023-07-17 03:45:39,O_4,31.192794,121.522126,173
2023-07-17 06:12:03,H_0,31.141232,121.571754,173
2023-07-17 09:41:52,O_0,31.158831,121.550458,173
2023-07-17 11:43:16,H_0,31.141232,121.571754,173
2023-07-18 09:05:48,O_0,31.158831,121.550458,173
2023-07-18 11:27:25,H_0,31.141232,121.571754,173
2023-07-18 13:55:27,O_0,31.158831,121.550458,173
2023-07-18 14:24:50,H_0,31.141232,121.571754,173
2023-07-18 15:34:37,O_5,31.221688,121.575372,173
2023-07-12 00:41:47,H_0,31.118532,121.335113,174
2023-07-15 09:52:50,O_2,31.132772,121.331581,174
2023-07-15 23:05:57,H_0,31.118532,121.335113,174
2023-07-16 14:55:38,O_0,31.193484,121.367209,174
2023-07-16 16:26:31,O_6,31.206144,121.493676,174
2023-07-16 23:43:11,H_0,31.118532,121.335113,174
2023-07-17 08:04:28,O_6,31.206144,121.493676,174
2023-07-17 11:45:29,O_9,31.187394,121.390108,174
2023-07-17 12:15:53,O_0,31.193484,121.367209,174
2023-07-17 20:46:50,O_6,31.206144,121.493676,174
2023-07-17 23:46:24,H_0,31.118532,121.335113,174
2023-07-12 00:54:30,H_0,31.167922,121.745634,175
2023-07-12 13:57:09,O_6,31.160362,121.627936,175
2023-07-12 19:10:01,O_7,31.262763,121.623037,175
2023-07-12 20:46:25,O_1,31.210146,121.7083,175
2023-07-13 00:38:29,H_0,31.167922,121.745634,175
2023-07-13 10:52:50,O_1,31.210146,121.7083,175
2023-07-13 15:31:16,O_0,31.191446,121.665631,175
2023-07-13 18:33:21,O_2,31.191091,121.714951,175
2023-07-14 18:06:50,H_0,31.167922,121.745634,175
2023-07-15 11:08:27,O_8,31.157494,121.761191,175
2023-07-15 19:14:25,O_0,31.191446,121.665631,175
2023-07-15 20:20:18,H_0,31.167922,121.745634,175
2023-07-16 10:03:42,O_1,31.210146,121.7083,175
2023-07-16 20:09:48,O_3,31.175666,121.533919,175
2023-07-16 21:13:25,W_0,31.163732,121.795564,175
2023-07-16 23:53:11,H_0,31.167922,121.745634,175
2023-07-17 09:56:40,W_0,31.163732,121.795564,175
2023-07-17 13:22:19,O_2,31.191091,121.714951,175
2023-07-17 22:35:53,O_3,31.175666,121.533919,175
2023-07-18 00:38:20,H_0,31.167922,121.745634,175
2023-07-18 08:19:41,W_0,31.163732,121.795564,175
2023-07-18 22:52:49,H_0,31.167922,121.745634,175
2023-07-12 00:57:57,H_0,31.050605,121.311291,176
2023-07-13 00:11:55,O_0,31.047663,121.267476,176
2023-07-13 08:28:41,O_2,31.058356,121.295404,176
2023-07-13 12:58:15,O_7,31.063979,121.278211,176
2023-07-13 13:07:11,O_1,31.096567,121.322453,176
2023-07-13 21:26:24,H_0,31.050605,121.311291,176
2023-07-14 00:32:12,O_0,31.047663,121.267476,176
2023-07-14 08:08:41,H_0,31.050605,121.311291,176
2023-07-14 19:07:07,O_0,31.047663,121.267476,176
2023-07-15 11:13:06,O_7,31.063979,121.278211,176
2023-07-15 18:35:20,O_5,31.099595,121.319669,176
2023-07-16 09:35:03,H_0,31.050605,121.311291,176
2023-07-17 11:42:27,O_1,31.096567,121.322453,176
2023-07-17 17:12:48,O_5,31.099595,121.319669,176
2023-07-18 08:09:18,O_1,31.096567,121.322453,176
2023-07-18 09:25:22,H_0,31.050605,121.311291,176
2023-07-12 00:05:34,H_0,31.145738,121.463905,177
2023-07-12 09:41:24,W_0,31.164682,121.465578,177
2023-07-12 18:36:34,H_0,31.145738,121.463905,177
2023-07-13 10:09:05,W_0,31.164682,121.465578,177
2023-07-13 18:35:43,H_0,31.145738,121.463905,177
2023-07-14 09:13:59,W_0,31.164682,121.465578,177
2023-07-14 15:33:23,O_5,31.176604,121.438134,177
2023-07-14 17:26:37,O_0,31.21077,121.49216,177
2023-07-15 11:44:32,O_1,31.135497,121.493645,177
2023-07-16 01:25:15,H_0,31.145738,121.463905,177
2023-07-16 10:25:53,O_7,31.232254,121.424781,177
2023-07-16 14:26:41,O_3,31.229993,121.444072,177
2023-07-16 19:36:51,H_0,31.145738,121.463905,177
2023-07-17 10:21:01,W_0,31.164682,121.465578,177
2023-07-17 16:11:42,O_8,31.179973,121.477368,177
2023-07-17 19:20:26,H_0,31.145738,121.463905,177
2023-07-18 09:23:21,W_0,31.164682,121.465578,177
2023-07-18 17:52:18,H_0,31.145738,121.463905,177
2023-07-12 00:33:31,O_0,31.265745,121.352798,178
2023-07-12 01:53:42,W_0,31.21364,121.538697,178
2023-07-12 07:36:55,O_6,31.187812,121.481183,178
2023-07-12 20:12:20,O_4,31.197949,121.499898,178
2023-07-13 07:10:03,O_0,31.265745,121.352798,178
2023-07-13 08:43:46,W_0,31.21364,121.538697,178
2023-07-14 08:20:08,O_0,31.265745,121.352798,178
2023-07-14 09:57:10,W_0,31.21364,121.538697,178
2023-07-14 20:14:06,O_6,31.187812,121.481183,178
2023-07-15 07:02:52,O_3,31.261696,121.479781,178
2023-07-15 19:42:02,O_1,31.166643,121.452968,178
2023-07-16 08:44:05,W_0,31.21364,121.538697,178
2023-07-16 19:17:32,O_4,31.197949,121.499898,178
2023-07-17 08:53:41,O_5,31.179791,121.546638,178
2023-07-17 21:48:41,W_0,31.21364,121.538697,178
2023-07-18 07:10:03,O_8,31.195516,121.606198,178
2023-07-12 00:59:40,O_0,31.195587,121.542686,179
2023-07-12 14:43:38,W_1,31.184298,121.442623,179
2023-07-13 10:09:51,W_0,31.066893,121.390707,179
2023-07-14 00:31:20,O_8,31.09344,121.367781,179
2023-07-14 08:37:01,O_0,31.195587,121.542686,179
2023-07-14 13:50:21,O_4,31.077457,121.342755,179
2023-07-14 16:14:34,W_0,31.066893,121.390707,179
2023-07-14 18:02:42,W_1,31.184298,121.442623,179
2023-07-15 00:04:33,O_2,31.223174,121.411013,179
2023-07-15 08:12:12,O_4,31.077457,121.342755,179
2023-07-15 16:56:45,W_0,31.066893,121.390707,179
2023-07-15 19:27:16,O_4,31.077457,121.342755,179
2023-07-15 21:42:22,O_0,31.195587,121.542686,179
2023-07-16 10:40:22,O_8,31.09344,121.367781,179
2023-07-16 11:02:48,O_7,31.117153,121.379511,179
2023-07-16 16:11:21,O_5,31.105112,121.394666,179
2023-07-17 10:24:45,O_6,31.157684,121.523831,179
2023-07-17 11:43:10,O_8,31.09344,121.367781,179
2023-07-17 12:58:06,W_1,31.184298,121.442623,179
2023-07-17 19:09:58,O_9,31.242829,121.549658,179
2023-07-17 21:58:28,O_0,31.195587,121.542686,179
2023-07-18 13:09:36,O_5,31.105112,121.394666,179
2023-07-18 15:59:18,O_9,31.242829,121.549658,179
2023-07-18 17:32:20,W_1,31.184298,121.442623,179
2023-07-12 00:42:54,H_0,31.269387,121.388148,180
2023-07-16 10:14:48,O_6,31.235414,121.375338,180
2023-07-16 18:51:59,H_0,31.269387,121.388148,180
2023-07-17 10:19:11,W_0,31.254268,121.429119,180
2023-07-17 19:30:16,H_0,31.269387,121.388148,180
2023-07-12 00:06:17,H_0,31.239487,120.76581,181
2023-07-12 04:17:56,H_1,31.160435,121.267971,181
2023-07-12 10:54:44,O_1,31.106566,121.277056,181
2023-07-13 04:51:13,H_1,31.160435,121.267971,181
2023-07-13 08:53:25,O_3,31.159693,121.107741,181
2023-07-13 20:51:16,H_1,31.160435,121.267971,181
2023-07-14 10:40:35,O_1,31.106566,121.277056,181
2023-07-14 23:20:32,H_1,31.160435,121.267971,181
2023-07-15 07:37:49,O_3,31.159693,121.107741,181
2023-07-15 20:15:38,H_1,31.160435,121.267971,181
2023-07-16 20:16:37,H_0,31.239487,120.76581,181
2023-07-18 08:10:33,W_0,,,181
2023-07-18 21:53:33,O_0,31.168338,121.119644,181
2023-07-12 00:48:49,H_0,31.150933,121.051242,182
2023-07-12 10:51:11,O_0,31.349184,121.289539,182
2023-07-13 05:21:44,H_0,31.150933,121.051242,182
2023-07-13 09:19:38,W_0,31.181057,121.0926,182
2023-07-13 17:48:24,H_0,31.150933,121.051242,182
2023-07-14 09:22:33,W_0,31.181057,121.0926,182
2023-07-14 18:22:25,H_0,31.150933,121.051242,182
2023-07-15 09:42:33,W_0,31.181057,121.0926,182
2023-07-15 17:07:11,O_0,31.349184,121.289539,182
2023-07-16 05:27:05,W_0,31.181057,121.0926,182
2023-07-16 07:13:16,H_0,31.150933,121.051242,182
2023-07-16 10:47:08,W_0,31.181057,121.0926,182
2023-07-16 21:32:37,H_0,31.150933,121.051242,182
2023-07-17 09:15:30,W_0,31.181057,121.0926,182
2023-07-18 06:33:12,H_0,31.150933,121.051242,182
2023-07-18 10:14:06,W_0,31.181057,121.0926,182
2023-07-18 17:21:10,O_0,31.349184,121.289539,182
2023-07-12 00:30:28,H_0,31.165914,121.560799,183
2023-07-12 07:11:01,W_0,31.23714,121.484302,183
2023-07-13 07:45:35,H_0,31.165914,121.560799,183
2023-07-13 08:09:26,O_0,31.163492,121.548818,183
2023-07-14 02:16:15,O_1,31.091806,121.626369,183
2023-07-14 03:09:49,O_7,31.218199,121.575831,183
2023-07-14 13:46:25,O_1,31.091806,121.626369,183
2023-07-14 14:35:59,W_0,31.23714,121.484302,183
2023-07-15 02:38:18,O_1,31.091806,121.626369,183
2023-07-15 20:31:01,H_0,31.165914,121.560799,183
2023-07-17 16:40:46,O_3,31.253954,121.41454,183
2023-07-17 17:05:18,O_0,31.163492,121.548818,183
2023-07-18 01:23:34,H_0,31.165914,121.560799,183
2023-07-12 00:59:25,H_0,31.291227,121.340221,184
2023-07-12 04:09:55,W_0,31.23495,121.294527,184
2023-07-12 14:17:37,H_0,31.291227,121.340221,184
2023-07-13 11:13:02,O_0,31.23098,121.3068,184
2023-07-13 13:49:00,H_0,31.291227,121.340221,184
2023-07-14 05:10:37,W_0,31.23495,121.294527,184
2023-07-14 17:45:35,O_5,31.296603,121.318734,184
2023-07-14 19:34:48,H_0,31.291227,121.340221,184
2023-07-15 10:16:52,O_0,31.23098,121.3068,184
2023-07-15 14:48:21,H_0,31.291227,121.340221,184
2023-07-15 20:23:41,O_0,31.23098,121.3068,184
2023-07-16 20:31:59,H_0,31.291227,121.340221,184
2023-07-17 06:44:26,W_0,31.23495,121.294527,184
2023-07-17 17:23:41,O_5,31.296603,121.318734,184
2023-07-17 18:55:47,O_2,31.231154,121.381757,184
2023-07-18 06:46:57,W_0,31.23495,121.294527,184
2023-07-18 18:35:40,H_0,31.291227,121.340221,184
2023-07-12 00:14:00,H_0,31.05776,121.459176,185
2023-07-12 09:48:01,W_0,31.147655,121.429433,185
2023-07-12 18:38:01,H_0,31.05776,121.459176,185
2023-07-14 09:38:17,W_0,31.147655,121.429433,185
2023-07-14 18:15:26,H_0,31.05776,121.459176,185
2023-07-17 18:58:39,W_0,31.147655,121.429433,185
2023-07-18 07:31:43,H_0,31.05776,121.459176,185
2023-07-12 00:09:52,O_0,31.244059,121.444393,186
2023-07-12 11:03:40,O_7,31.219508,121.429298,186
2023-07-12 12:26:30,W_0,31.198101,121.459215,186
2023-07-12 15:03:33,O_6,31.167392,121.420874,186
2023-07-12 16:49:10,O_0,31.244059,121.444393,186
2023-07-13 07:24:45,O_2,31.196561,121.434688,186
2023-07-13 11:30:49,O_3,31.157561,121.53388,186
2023-07-13 18:15:29,O_1,31.244529,121.482131,186
2023-07-13 21:16:47,O_0,31.244059,121.444393,186
2023-07-14 06:05:44,O_6,31.167392,121.420874,186
2023-07-14 07:32:15,W_0,31.198101,121.459215,186
2023-07-14 15:23:26,O_6,31.167392,121.420874,186
2023-07-14 16:32:58,O_0,31.244059,121.444393,186
2023-07-14 18:22:27,O_1,31.244529,121.482131,186
2023-07-14 19:22:24,O_0,31.244059,121.444393,186
2023-07-15 08:35:39,W_0,31.198101,121.459215,186
2023-07-15 14:13:26,O_4,31.190203,121.452539,186
2023-07-16 01:42:44,O_2,31.196561,121.434688,186
2023-07-16 02:35:29,O_7,31.219508,121.429298,186
2023-07-16 09:28:57,O_0,31.244059,121.444393,186
2023-07-16 14:36:18,O_3,31.157561,121.53388,186
2023-07-17 01:23:41,W_0,31.198101,121.459215,186
2023-07-17 16:55:06,O_0,31.244059,121.444393,186
2023-07-18 06:12:43,O_6,31.167392,121.420874,186
2023-07-18 15:26:51,O_4,31.190203,121.452539,186
2023-07-12 00:37:31,H_0,31.293853,121.578963,187
2023-07-12 19:30:28,O_6,31.286388,121.511082,187
2023-07-12 22:21:16,H_0,31.293853,121.578963,187
2023-07-13 08:43:24,O_7,31.176724,121.457199,187
2023-07-13 13:55:05,H_0,31.293853,121.578963,187
2023-07-13 17:44:56,O_1,31.193511,121.57321,187
2023-07-13 22:09:30,H_0,31.293853,121.578963,187
2023-07-14 11:27:08,O_2,31.179951,121.606164,187
2023-07-14 16:35:37,H_0,31.293853,121.578963,187
2023-07-15 08:31:45,O_4,31.166752,121.552573,187
2023-07-15 14:26:26,H_0,31.293853,121.578963,187
2023-07-16 11:07:37,O_1,31.193511,121.57321,187
2023-07-16 21:20:31,H_0,31.293853,121.578963,187
2023-07-17 09:14:33,O_1,31.193511,121.57321,187
2023-07-17 10:18:29,H_0,31.293853,121.578963,187
2023-07-18 11:46:58,O_2,31.179951,121.606164,187
2023-07-18 16:14:48,O_1,31.193511,121.57321,187
2023-07-18 18:43:40,O_7,31.176724,121.457199,187
2023-07-18 21:14:49,H_0,31.293853,121.578963,187
2023-07-12 00:19:49,H_0,30.911181,121.429216,188
2023-07-13 06:03:03,W_0,30.906077,121.398861,188
2023-07-13 21:07:14,O_1,31.00589,121.503348,188
2023-07-14 02:14:36,H_0,30.911181,121.429216,188
2023-07-14 16:08:23,W_0,30.906077,121.398861,188
2023-07-14 18:39:50,O_8,30.940089,121.441964,188
2023-07-15 03:02:45,O_0,30.8987,121.415515,188
2023-07-15 15:02:11,H_0,30.911181,121.429216,188
2023-07-16 07:57:14,O_0,30.8987,121.415515,188
2023-07-16 16:56:22,W_0,30.906077,121.398861,188
2023-07-16 20:54:17,H_0,30.911181,121.429216,188
2023-07-17 09:56:28,W_0,30.906077,121.398861,188
2023-07-17 20:34:47,H_0,30.911181,121.429216,188
2023-07-18 16:44:49,W_0,30.906077,121.398861,188
2023-07-18 19:19:35,O_2,30.716966,121.307611,188
2023-07-18 21:03:06,H_0,30.911181,121.429216,188
2023-07-12 00:24:51,H_0,31.105431,121.331903,189
2023-07-12 14:05:55,O_7,31.226389,121.554185,189
2023-07-12 15:48:34,H_0,31.105431,121.331903,189
2023-07-13 08:20:08,O_0,31.049337,121.211033,189
2023-07-13 15:32:58,H_0,31.105431,121.331903,189
2023-07-14 08:48:39,O_9,31.13708,121.310554,189
2023-07-14 12:08:49,O_0,31.049337,121.211033,189
2023-07-14 15:05:43,H_0,31.105431,121.331903,189
2023-07-15 09:52:16,O_0,31.049337,121.211033,189
2023-07-15 15:43:26,O_6,31.132032,121.396415,189
2023-07-15 18:08:55,H_0,31.105431,121.331903,189
2023-07-16 10:21:05,O_0,31.049337,121.211033,189
2023-07-16 15:46:28,H_0,31.105431,121.331903,189
2023-07-17 11:51:39,O_0,31.049337,121.211033,189
2023-07-17 12:23:02,O_4,31.091859,121.251115,189
2023-07-17 13:34:27,H_0,31.105431,121.331903,189
2023-07-18 13:34:43,O_0,31.049337,121.211033,189
2023-07-18 19:25:47,O_3,31.186964,121.32793,189
2023-07-18 21:22:42,H_0,31.105431,121.331903,189
2023-07-12 00:26:44,H_0,31.02808,121.387741,190
2023-07-12 09:44:09,W_0,31.023664,121.406964,190
2023-07-12 12:42:04,O_2,31.140835,121.35795,190
2023-07-12 13:59:41,W_0,31.023664,121.406964,190
2023-07-12 18:44:29,H_0,31.02808,121.387741,190
2023-07-13 13:19:43,O_6,31.189062,121.416092,190
2023-07-13 14:52:57,H_0,31.02808,121.387741,190
2023-07-14 09:24:48,W_0,31.023664,121.406964,190
2023-07-14 18:21:06,H_0,31.02808,121.387741,190
2023-07-15 08:00:10,O_0,31.166542,121.452906,190
2023-07-15 20:47:06,H_0,31.02808,121.387741,190
2023-07-16 09:33:34,W_0,31.023664,121.406964,190
2023-07-16 17:56:09,H_0,31.02808,121.387741,190
2023-07-16 18:57:24,O_5,31.110073,121.372522,190
2023-07-16 22:48:23,H_0,31.02808,121.387741,190
2023-07-17 08:32:29,W_0,31.023664,121.406964,190
2023-07-17 11:29:37,O_4,31.142535,121.44169,190
2023-07-17 12:03:30,W_0,31.023664,121.406964,190
2023-07-17 17:16:14,O_2,31.140835,121.35795,190
2023-07-17 18:22:12,H_0,31.02808,121.387741,190
2023-07-12 00:29:42,H_0,31.358018,121.170117,191
2023-07-12 11:11:33,O_6,31.2114,121.24199,191
2023-07-12 14:26:03,O_0,31.297292,121.235403,191
2023-07-13 02:53:25,H_0,31.358018,121.170117,191
2023-07-13 13:58:25,W_0,31.34925,121.192449,191
2023-07-13 18:48:19,O_0,31.297292,121.235403,191
2023-07-14 02:12:49,H_0,31.358018,121.170117,191
2023-07-14 16:39:23,W_0,31.34925,121.192449,191
2023-07-14 17:09:25,O_0,31.297292,121.235403,191
2023-07-15 16:39:31,O_5,31.337634,121.232098,191
2023-07-15 22:22:38,O_0,31.297292,121.235403,191
2023-07-16 13:40:08,W_0,31.34925,121.192449,191
2023-07-16 20:57:25,O_0,31.297292,121.235403,191
2023-07-17 07:51:40,O_2,31.352433,121.203575,191
2023-07-17 17:40:43,W_0,31.34925,121.192449,191
2023-07-17 18:07:12,O_0,31.297292,121.235403,191
2023-07-18 07:48:22,O_2,31.352433,121.203575,191
2023-07-18 10:49:17,W_0,31.34925,121.192449,191
2023-07-18 16:44:29,O_0,31.297292,121.235403,191
2023-07-12 00:39:20,O_0,31.214278,121.56091,192
2023-07-12 10:01:43,W_0,31.229746,121.575701,192
2023-07-12 12:24:00,O_8,31.248573,121.56111,192
2023-07-12 15:52:51,O_0,31.214278,121.56091,192
2023-07-12 16:06:55,W_0,31.229746,121.575701,192
2023-07-13 15:37:15,O_0,31.214278,121.56091,192
2023-07-13 16:37:52,O_9,31.202985,121.55035,192
2023-07-13 21:56:55,O_1,31.162648,121.467397,192
2023-07-14 09:09:35,W_0,31.229746,121.575701,192
2023-07-15 09:53:42,O_0,31.214278,121.56091,192
2023-07-15 10:19:43,W_0,31.229746,121.575701,192
2023-07-15 12:15:50,O_8,31.248573,121.56111,192
2023-07-15 14:22:53,O_9,31.202985,121.55035,192
2023-07-15 16:30:36,W_0,31.229746,121.575701,192
2023-07-15 21:29:00,O_4,31.196356,121.573279,192
2023-07-16 08:16:25,O_1,31.162648,121.467397,192
2023-07-16 18:03:27,O_0,31.214278,121.56091,192
2023-07-16 19:42:22,W_0,31.229746,121.575701,192
